contig	kmers_bp	total_bp	chrom
BH4.00019470	118	44180	EH23a.chr8
BH4.00000547	118	44981	EH23a.chr5
BH4.00000293	112	26629	EH23a.chr9
BH4.00007945	124	79589	EH23a.chrX
BH4.00003577	124	80224	EH23a.chrX
BH4.00023231	109	20650	EH23a.chr9
BH4.00016283	108	19495	EH23a.chrX
BH4.00005176	155	1453420	EH23a.chr6
BH4.00006465	149	860229	EH23a.chr7
BH4.00005379	155	1491483	EH23a.chr7
BH4.00003120	169	5714636	EH23a.chr6
BH4.00004502	165	3974926	EH23a.chr4
BH4.00012866	113	35009	EH23a.chr6
BH4.00000280	109	25233	EH23a.chr9
BH4.00002673	106	19411	EH23a.chr1
BH4.00003020	113	37313	EH23a.chr1
BH4.00002640	124	106476	EH23a.chr9
BH4.00002145	124	107477	EH23a.chr7
BH4.00001077	115	46980	EH23a.chr6
BH4.00006560	124	109666	EH23a.chr5
BH4.00004046	108	24557	EH23a.chrX
BH4.00018414	111	33251	EH23a.chr8
BH4.00005636	124	113173	EH23a.chr5
BH4.00004774	155	2115115	EH23a.chr4
BH4.00002681	111	33990	EH23a.chr9
BH4.00003688	116	54957	EH23a.chr7
BH4.00007318	112	38673	EH23a.chrX
BH4.00021562	103	16652	EH23a.chr5
BH4.00005614	155	2278687	EH23a.chr1
BH4.00006121	110	33391	EH23a.chr2
BH4.00000684	110	33582	EH23a.chrX
BH4.00006110	143	788514	EH23a.chr2
BH4.00016165	111	37945	EH23a.chr8
BH4.00021830	109	31396	EH23a.chr3
BH4.00006509	149	1432842	EH23a.chr4
BH4.00013473	109	32640	EH23a.chr8
BH4.00018118	106	24669	EH23a.chrX
BH4.00022229	108	29891	EH23a.chr8
BH4.00021501	109	33487	EH23a.chr3
BH4.00005419	155	2741647	EH23a.chr1
BH4.00009847	110	37178	EH23a.chr7
BH4.00005135	108	30885	EH23a.chr9
BH4.00005028	110	39008	EH23a.chr4
BH4.00005196	155	2966804	EH23a.chr8
BH4.00001176	106	27364	EH23a.chr4
BH4.00022798	105	24956	EH23a.chr8
BH4.00000353	107	31860	EH23a.chrX
BH4.00004626	155	3603652	EH23a.chr2
BH4.00000197	124	181677	EH23a.chr3
BH4.00007472	131	363524	EH23a.chr9
BH4.00004190	124	186339	EH23a.chr3
BH4.00006980	108	39148	EH23a.chrX
BH4.00007553	130	342917	EH23a.chr4
BH4.00003855	106	33218	EH23a.chr4
BH4.00013355	107	37373	EH23a.chr8
BH4.00002972	107	37616	EH23a.chr7
BH4.00007635	124	203077	EH23a.chr3
BH4.00002308	124	209295	EH23a.chr8
BH4.00006913	103	26410	EH23a.chrX
BH4.00002873	124	212671	EH23a.chr6
BH4.00002388	124	217166	EH23a.chr3
BH4.00020854	108	45575	EH23a.chr8
BH4.00002531	145	1838102	EH23a.chr5
BH4.00013805	103	28292	EH23a.chr8
BH4.00000914	102	26218	EH23a.chr5
BH4.00021015	102	26392	EH23a.chr8
BH4.00001880	159	8228697	EH23a.chr2
BH4.00000945	104	34665	EH23a.chr5
BH4.00004151	132	581030	EH23a.chr3
BH4.00011400	99	21149	EH23a.chrX
BH4.00007619	124	264544	EH23a.chr3
BH4.00012043	103	32303	EH23a.chr8
BH4.00014659	101	26663	EH23a.chr3
BH4.00006134	105	39931	EH23a.chrX
BH4.00000451	101	26989	EH23a.chr9
BH4.00007617	102	30283	EH23a.chr8
BH4.00000736	99	23054	EH23a.chrX
BH4.00005832	124	292063	EH23a.chr1
BH4.00003595	100	26073	EH23a.chr8
BH4.00006388	112	88881	EH23a.chr5
BH4.00006808	135	932847	EH23a.chr3
BH4.00002788	101	29671	EH23a.chr5
BH4.00007523	103	36444	EH23a.chr8
BH4.00020222	104	40455	EH23a.chr3
BH4.00007528	100	27785	EH23a.chr6
BH4.00000440	155	8343856	EH23a.chr5
BH4.00021590	101	32699	EH23a.chrX
BH4.00006225	124	353348	EH23a.chr5
BH4.00007036	124	357442	EH23a.chr1
BH4.00006397	119	213837	EH23a.chr4
BH4.00016683	101	34074	EH23a.chr8
BH4.00013793	101	34285	EH23a.chr8
BH4.00003612	107	63806	EH23a.chr8
BH4.00002727	101	34589	EH23a.chr1
BH4.00009589	101	34895	EH23a.chr8
BH4.00007488	124	380947	EH23a.chr5
BH4.00009080	100	32129	EH23a.chr3
BH4.00006143	102	41626	EH23a.chr6
BH4.00002695	101	37511	EH23a.chr9
BH4.00013115	99	30613	EH23a.chr8
BH4.00017365	98	29019	EH23a.chr8
BH4.00007474	124	466016	EH23a.chr5
BH4.00013855	99	33672	EH23a.chr3
BH4.00007386	112	133119	EH23a.chrX
BH4.00019203	93	18521	EH23a.chr8
BH4.00002817	124	497419	EH23a.chrX
BH4.00000828	124	526244	EH23a.chr3
BH4.00013323	93	19792	EH23a.chr9
BH4.00010502	98	33992	EH23a.chr9
BH4.00010161	97	30884	EH23a.chrX
BH4.00019273	96	27786	EH23a.chrX
BH4.00012995	95	25084	EH23a.chr1
BH4.00017977	93	20300	EH23a.chr8
BH4.00003328	145	5258359	EH23a.chr9
BH4.00002888	93	20564	EH23a.chrX
BH4.00012369	93	20728	EH23a.chr5
BH4.00011229	95	26276	EH23a.chr9
BH4.00018377	93	21481	EH23a.chr8
BH4.00011308	97	33003	EH23a.chr7
BH4.00021796	93	21544	EH23a.chr8
BH4.00012828	93	21722	EH23a.chrX
BH4.00007448	97	33416	EH23a.chrX
BH4.00007437	124	610123	EH23a.chr1
BH4.00010140	97	33567	EH23a.chr3
BH4.00021492	97	33595	EH23a.chr6
BH4.00005369	98	37426	EH23a.chr4
BH4.00010709	93	22199	EH23a.chr4
BH4.00006066	97	34208	EH23a.chrX
BH4.00022289	93	22406	EH23a.chrX
BH4.00005302	95	28017	EH23a.chr4
BH4.00003520	124	640446	EH23a.chr1
BH4.00007075	100	48942	EH23a.chr4
BH4.00021151	97	35545	EH23a.chr6
BH4.00002578	103	68393	EH23a.chr5
BH4.00000290	93	23327	EH23a.chr9
BH4.00019868	93	23331	EH23a.chr9
BH4.00010119	96	32313	EH23a.chr8
BH4.00016022	93	23432	EH23a.chrX
BH4.00001485	93	23596	EH23a.chr5
BH4.00005549	93	24079	EH23a.chrX
BH4.00001709	126	872724	EH23a.chr9
BH4.00004661	93	24406	EH23a.chrX
BH4.00011357	93	24474	EH23a.chr9
BH4.00003880	97	37833	EH23a.chr8
BH4.00014897	93	24564	EH23a.chr8
BH4.00003759	93	24658	EH23a.chr6
BH4.00002811	93	24664	EH23a.chr2
BH4.00003806	96	34369	EH23a.chr7
BH4.00002895	93	24843	EH23a.chr6
BH4.00010383	93	25008	EH23a.chr9
BH4.00016532	93	25251	EH23a.chr8
BH4.00005465	93	25260	EH23a.chr5
BH4.00005908	93	25423	EH23a.chr2
BH4.00002163	93	25471	EH23a.chrX
BH4.00019510	93	25516	EH23a.chrX
BH4.00003658	93	25539	EH23a.chr3
BH4.00008902	99	49504	EH23a.chr8
BH4.00004988	93	25760	EH23a.chr5
BH4.00005655	124	768444	EH23a.chr5
BH4.00002561	93	25968	EH23a.chr7
BH4.00000584	95	32442	EH23a.chr7
BH4.00000765	124	776626	EH23a.chr1
BH4.00017087	93	26210	EH23a.chr8
BH4.00007425	93	26220	EH23a.chr5
BH4.00019776	93	26310	EH23a.chr8
BH4.00007750	106	109297	EH23a.chrX
BH4.00015054	93	26403	EH23a.chrX
BH4.00005552	93	26572	EH23a.chr3
BH4.00003290	110	171714	EH23a.chr2
BH4.00015299	93	26663	EH23a.chrX
BH4.00015088	93	26823	EH23a.chr8
BH4.00013154	93	27000	EH23a.chr8
BH4.00005950	125	904123	EH23a.chr1
BH4.00010351	93	27256	EH23a.chrX
BH4.00002741	94	30437	EH23a.chr2
BH4.00004989	93	27385	EH23a.chr4
BH4.00002517	93	27539	EH23a.chr5
BH4.00005871	94	30783	EH23a.chr2
BH4.00014484	93	27587	EH23a.chr8
BH4.00002196	93	27762	EH23a.chrX
BH4.00022232	94	31130	EH23a.chr8
BH4.00021074	93	28132	EH23a.chr8
BH4.00003679	124	858527	EH23a.chr5
BH4.00017946	93	28258	EH23a.chr8
BH4.00006301	93	28279	EH23a.chr9
BH4.00003336	93	28293	EH23a.chrX
BH4.00014783	93	28405	EH23a.chr8
BH4.00003141	93	28730	EH23a.chr3
BH4.00014403	93	28803	EH23a.chr8
BH4.00005869	93	28849	EH23a.chr2
BH4.00006663	93	28894	EH23a.chr3
BH4.00022102	96	40278	EH23a.chr6
BH4.00006231	93	29122	EH23a.chr1
BH4.00005653	93	29307	EH23a.chrX
BH4.00014663	93	29409	EH23a.chr8
BH4.00010495	93	29570	EH23a.chrX
BH4.00003242	93	29603	EH23a.chr8
BH4.00012210	93	29780	EH23a.chrX
BH4.00001508	93	29844	EH23a.chrX
BH4.00011517	93	29931	EH23a.chrX
BH4.00005372	93	29939	EH23a.chr3
BH4.00012168	93	30031	EH23a.chrX
BH4.00011237	93	30078	EH23a.chr8
BH4.00003660	93	30216	EH23a.chr3
BH4.00000479	93	30225	EH23a.chrX
BH4.00015956	93	30230	EH23a.chr8
BH4.00014877	93	30275	EH23a.chr8
BH4.00000943	93	30457	EH23a.chr5
BH4.00021447	93	30532	EH23a.chr8
BH4.00001429	93	30639	EH23a.chr1
BH4.00000956	93	30715	EH23a.chr5
BH4.00007486	93	30941	EH23a.chr2
BH4.00000156	96	43367	EH23a.chr5
BH4.00012368	93	31127	EH23a.chr8
BH4.00020713	93	31241	EH23a.chrX
BH4.00015361	93	31249	EH23a.chr8
BH4.00016328	93	31291	EH23a.chr8
BH4.00016055	93	31454	EH23a.chr6
BH4.00004236	93	31605	EH23a.chr3
BH4.00002310	94	35551	EH23a.chr8
BH4.00018197	93	31835	EH23a.chr8
BH4.00001210	93	31840	EH23a.chr4
BH4.00003566	93	31978	EH23a.chr3
BH4.00020639	93	32065	EH23a.chr3
BH4.00020609	93	32170	EH23a.chr6
BH4.00005880	93	32260	EH23a.chr2
BH4.00009974	93	32324	EH23a.chr8
BH4.00000960	93	32383	EH23a.chr5
BH4.00005753	93	32493	EH23a.chr1
BH4.00000601	93	32548	EH23a.chr5
BH4.00000503	93	32578	EH23a.chr5
BH4.00006153	93	32651	EH23a.chrX
BH4.00003103	93	32679	EH23a.chrX
BH4.00012021	93	32723	EH23a.chr3
BH4.00011638	93	32736	EH23a.chr8
BH4.00007074	93	32782	EH23a.chrX
BH4.00009873	93	32803	EH23a.chr8
BH4.00014182	93	32814	EH23a.chrX
BH4.00003788	93	32886	EH23a.chr7
BH4.00000995	93	32902	EH23a.chr5
BH4.00004577	93	33022	EH23a.chr2
BH4.00019855	93	33085	EH23a.chr3
BH4.00013197	94	37072	EH23a.chr3
BH4.00004169	95	41556	EH23a.chr8
BH4.00010510	93	33268	EH23a.chr8
BH4.00000126	93	33349	EH23a.chrX
BH4.00006164	95	41782	EH23a.chr6
BH4.00018771	93	33589	EH23a.chr8
BH4.00016349	93	33614	EH23a.chr8
BH4.00010302	93	33616	EH23a.chr5
BH4.00000826	95	42179	EH23a.chr5
BH4.00014676	93	33871	EH23a.chr6
BH4.00013054	93	34049	EH23a.chrX
BH4.00006209	93	34123	EH23a.chr4
BH4.00018978	93	34256	EH23a.chr4
BH4.00018712	96	48050	EH23a.chr8
BH4.00000187	93	34338	EH23a.chr3
BH4.00012100	93	34460	EH23a.chr8
BH4.00002717	93	34489	EH23a.chr8
BH4.00017464	93	34605	EH23a.chr8
BH4.00003482	93	34641	EH23a.chr8
BH4.00018864	93	34652	EH23a.chr8
BH4.00017415	93	34680	EH23a.chr8
BH4.00009454	93	34699	EH23a.chr8
BH4.00015861	93	34787	EH23a.chr2
BH4.00012359	93	34953	EH23a.chr3
BH4.00012427	93	34954	EH23a.chr8
BH4.00007288	93	34981	EH23a.chr1
BH4.00017066	93	34995	EH23a.chrX
BH4.00004782	93	35010	EH23a.chrX
BH4.00000255	93	35057	EH23a.chr9
BH4.00006176	93	35063	EH23a.chr6
BH4.00002848	93	35080	EH23a.chrX
BH4.00001818	93	35277	EH23a.chr5
BH4.00006583	93	35345	EH23a.chr8
BH4.00019364	93	35520	EH23a.chr8
BH4.00004267	93	35543	EH23a.chr3
BH4.00006234	93	35622	EH23a.chr6
BH4.00007357	95	44745	EH23a.chr5
BH4.00007871	93	35744	EH23a.chr8
BH4.00003776	93	35765	EH23a.chr7
BH4.00010955	93	35800	EH23a.chr3
BH4.00022474	93	35813	EH23a.chr3
BH4.00003303	93	35821	EH23a.chr7
BH4.00000310	93	35866	EH23a.chr3
BH4.00000041	93	36034	EH23a.chr7
BH4.00006684	124	1193638	EH23a.chr6
BH4.00003697	93	36172	EH23a.chr6
BH4.00000160	93	36183	EH23a.chr3
BH4.00019353	93	36263	EH23a.chr6
BH4.00006026	93	36436	EH23a.chrX
BH4.00020547	93	36507	EH23a.chrX
BH4.00012783	93	36543	EH23a.chr8
BH4.00005819	124	1215613	EH23a.chr1
BH4.00018294	93	36621	EH23a.chr8
BH4.00004545	93	36662	EH23a.chr7
BH4.00002428	104	127427	EH23a.chr7
BH4.00017942	93	36784	EH23a.chr8
BH4.00002420	93	36796	EH23a.chrX
BH4.00013409	93	36874	EH23a.chrX
BH4.00003905	93	37050	EH23a.chr8
BH4.00005837	124	1238904	EH23a.chr2
BH4.00022054	93	37249	EH23a.chr8
BH4.00016078	93	37433	EH23a.chr8
BH4.00000699	93	37462	EH23a.chr3
BH4.00013928	93	37532	EH23a.chr6
BH4.00002767	93	37571	EH23a.chr7
BH4.00000677	93	37647	EH23a.chr3
BH4.00005252	124	1261992	EH23a.chr9
BH4.00009141	93	37726	EH23a.chrX
BH4.00013330	93	37731	EH23a.chr3
BH4.00008304	93	37759	EH23a.chrX
BH4.00019322	93	37985	EH23a.chr8
BH4.00008470	93	38014	EH23a.chrX
BH4.00008176	93	38064	EH23a.chrX
BH4.00002102	93	38070	EH23a.chrX
BH4.00001451	93	38072	EH23a.chr1
BH4.00004331	93	38281	EH23a.chr2
BH4.00000661	93	38331	EH23a.chr3
BH4.00006331	93	38485	EH23a.chrX
BH4.00005049	93	38581	EH23a.chr5
BH4.00021052	93	38633	EH23a.chr8
BH4.00019276	93	38667	EH23a.chr3
BH4.00002530	93	38732	EH23a.chr5
BH4.00012271	93	38785	EH23a.chr8
BH4.00003757	93	38828	EH23a.chr9
BH4.00016632	93	38857	EH23a.chr8
BH4.00006101	93	39009	EH23a.chr2
BH4.00009563	93	39122	EH23a.chr8
BH4.00008367	93	39388	EH23a.chr6
BH4.00003197	93	39494	EH23a.chr8
BH4.00007111	93	39752	EH23a.chrX
BH4.00021921	93	40044	EH23a.chr8
BH4.00016853	93	40136	EH23a.chr8
BH4.00012324	93	40240	EH23a.chr8
BH4.00005348	93	40304	EH23a.chr4
BH4.00000980	93	40339	EH23a.chr5
BH4.00012030	93	40485	EH23a.chr8
BH4.00013078	93	40525	EH23a.chr8
BH4.00000454	93	40701	EH23a.chr5
BH4.00005547	93	40720	EH23a.chr2
BH4.00005604	93	40856	EH23a.chr8
BH4.00005641	93	40888	EH23a.chr8
BH4.00004491	93	40946	EH23a.chr8
BH4.00005458	93	41160	EH23a.chr1
BH4.00016144	93	41973	EH23a.chr3
BH4.00003212	93	42268	EH23a.chr8
BH4.00011194	93	42633	EH23a.chr3
BH4.00005213	109	267061	EH23a.chr8
BH4.00019097	89	27137	EH23a.chr8
BH4.00012481	93	43218	EH23a.chr3
BH4.00000757	92	38579	EH23a.chr3
BH4.00015751	93	43559	EH23a.chr3
BH4.00000217	93	43590	EH23a.chr3
BH4.00007342	93	43787	EH23a.chr5
BH4.00003166	93	43977	EH23a.chr9
BH4.00003470	93	44002	EH23a.chr8
BH4.00000567	93	44626	EH23a.chr7
BH4.00013592	93	44856	EH23a.chr3
BH4.00003036	93	45016	EH23a.chr1
BH4.00015572	93	45689	EH23a.chr8
BH4.00004045	93	45931	EH23a.chr1
BH4.00000445	93	46082	EH23a.chr5
BH4.00002320	93	46294	EH23a.chr3
BH4.00012122	93	46623	EH23a.chr8
BH4.00005061	93	47090	EH23a.chr5
BH4.00004586	124	1702778	EH23a.chr3
BH4.00020558	93	47508	EH23a.chr8
BH4.00009470	93	47588	EH23a.chrX
BH4.00012013	93	48094	EH23a.chr3
BH4.00006213	124	1751709	EH23a.chr6
BH4.00002323	93	48349	EH23a.chr8
BH4.00002768	96	68546	EH23a.chrX
BH4.00016321	93	48701	EH23a.chr6
BH4.00008217	93	51213	EH23a.chr6
BH4.00002499	93	52131	EH23a.chr5
BH4.00005770	125	2200976	EH23a.chr9
BH4.00007873	98	93907	EH23a.chrX
BH4.00000838	93	53188	EH23a.chr5
BH4.00003048	89	33691	EH23a.chrX
BH4.00008499	93	54446	EH23a.chrX
BH4.00000932	87	27225	EH23a.chr5
BH4.00002223	124	2096726	EH23a.chr7
BH4.00006064	93	55424	EH23a.chr3
BH4.00009981	93	57479	EH23a.chr8
BH4.00006401	93	57505	EH23a.chr4
BH4.00008093	93	63645	EH23a.chrX
BH4.00000469	93	64131	EH23a.chrX
BH4.00013298	88	35827	EH23a.chr3
BH4.00018730	93	65506	EH23a.chr6
BH4.00003353	124	2721208	EH23a.chr2
BH4.00002453	93	67824	EH23a.chrX
BH4.00007948	93	67940	EH23a.chrX
BH4.00005418	124	2813550	EH23a.chr8
BH4.00005464	102	203462	EH23a.chr1
BH4.00005806	85	26942	EH23a.chrX
BH4.00005012	124	2958726	EH23a.chr4
BH4.00006689	93	72347	EH23a.chr4
BH4.00004857	124	3223847	EH23a.chr4
BH4.00002907	128	5287408	EH23a.chr1
BH4.00015685	83	23041	EH23a.chr6
BH4.00000247	138	18005727	EH23a.chr9
BH4.00000186	93	78389	EH23a.chr3
BH4.00011480	82	20721	EH23a.chr8
BH4.00007146	112	795511	EH23a.chr8
BH4.00004682	124	3434020	EH23a.chr2
BH4.00007886	97	134285	EH23a.chrX
BH4.00003448	93	85017	EH23a.chr8
BH4.00001399	93	85439	EH23a.chr1
BH4.00003499	93	85646	EH23a.chr2
BH4.00008060	93	88165	EH23a.chrX
BH4.00005277	100	208837	EH23a.chr6
BH4.00016213	87	42806	EH23a.chr8
BH4.00002894	82	23449	EH23a.chr5
BH4.00002461	93	90793	EH23a.chrX
BH4.00008025	93	90883	EH23a.chrX
BH4.00001546	81	21033	EH23a.chr2
BH4.00002948	93	93150	EH23a.chr1
BH4.00003990	124	4288690	EH23a.chr1
BH4.00001025	93	95666	EH23a.chr5
BH4.00007923	93	97541	EH23a.chrX
BH4.00016497	82	26238	EH23a.chr6
BH4.00003335	124	5164497	EH23a.chr6
BH4.00007991	93	111383	EH23a.chr4
BH4.00006532	81	25019	EH23a.chr4
BH4.00004067	97	192105	EH23a.chr8
BH4.00010185	82	31400	EH23a.chr8
BH4.00006664	93	127407	EH23a.chr1
BH4.00011071	84	41110	EH23a.chr3
BH4.00005363	116	2595853	EH23a.chr4
BH4.00005431	83	39730	EH23a.chr1
BH4.00019473	80	27875	EH23a.chr8
BH4.00004795	94	169093	EH23a.chrX
BH4.00014476	79	25124	EH23a.chr8
BH4.00000108	81	33267	EH23a.chr5
BH4.00007816	93	155724	EH23a.chrX
BH4.00007812	93	155989	EH23a.chrX
BH4.00007663	93	158127	EH23a.chr4
BH4.00015418	82	38464	EH23a.chr8
BH4.00015060	83	44726	EH23a.chr8
BH4.00013456	79	29021	EH23a.chrX
BH4.00002581	79	29242	EH23a.chr5
BH4.00007124	104	795840	EH23a.chr8
BH4.00006501	99	420765	EH23a.chr1
BH4.00000710	78	27203	EH23a.chr9
BH4.00011872	80	35501	EH23a.chr6
BH4.00013784	81	40670	EH23a.chr8
BH4.00007755	93	198667	EH23a.chrX
BH4.00004138	93	199216	EH23a.chr3
BH4.00001272	93	214857	EH23a.chrX
BH4.00000776	93	215390	EH23a.chr3
BH4.00002446	106	1240785	EH23a.chr9
BH4.00004872	105	1096340	EH23a.chrX
BH4.00021287	80	40007	EH23a.chr6
BH4.00001687	101	646764	EH23a.chr7
BH4.00006776	105	1102035	EH23a.chr6
BH4.00007611	93	230694	EH23a.chr3
BH4.00000092	126	18501394	EH23a.chr5
BH4.00006035	93	237602	EH23a.chr2
BH4.00000849	79	38026	EH23a.chr5
BH4.00011014	76	25688	EH23a.chr8
BH4.00005218	93	257876	EH23a.chr9
BH4.00007582	93	264319	EH23a.chr3
BH4.00007593	95	359391	EH23a.chrX
BH4.00010146	74	21730	EH23a.chr9
BH4.00016960	79	42795	EH23a.chr8
BH4.00007160	76	28909	EH23a.chr8
BH4.00001717	78	38256	EH23a.chr4
BH4.00006971	78	38338	EH23a.chr6
BH4.00005947	75	26259	EH23a.chr8
BH4.00001643	74	23448	EH23a.chr7
BH4.00006609	93	312996	EH23a.chrX
BH4.00003388	93	329932	EH23a.chr7
BH4.00009448	76	32450	EH23a.chr6
BH4.00021396	76	33340	EH23a.chr8
BH4.00001894	75	29276	EH23a.chr2
BH4.00007285	93	348555	EH23a.chrX
BH4.00002697	76	34505	EH23a.chr9
BH4.00017450	77	39725	EH23a.chr8
BH4.00002018	93	358954	EH23a.chr7
BH4.00015041	75	32028	EH23a.chr8
BH4.00002152	93	400362	EH23a.chrX
BH4.00000664	119	15064032	EH23a.chr3
BH4.00005286	73	25814	EH23a.chr4
BH4.00002538	108	3474732	EH23a.chr9
BH4.00016374	73	27518	EH23a.chrX
BH4.00015847	71	21840	EH23a.chr8
BH4.00012372	75	40004	EH23a.chr8
BH4.00004287	73	30597	EH23a.chr1
BH4.00006206	102	1954620	EH23a.chrX
BH4.00007276	94	631260	EH23a.chr9
BH4.00009638	73	31983	EH23a.chr8
BH4.00000947	74	36938	EH23a.chr5
BH4.00006591	93	558231	EH23a.chr8
BH4.00005043	75	44896	EH23a.chr4
BH4.00007196	93	591360	EH23a.chr8
BH4.00016833	73	34260	EH23a.chr3
BH4.00006675	71	25995	EH23a.chr1
BH4.00009861	72	30089	EH23a.chrX
BH4.00022223	70	22623	EH23a.chr3
BH4.00006557	85	194285	EH23a.chrX
BH4.00005818	93	616346	EH23a.chr1
BH4.00007351	93	647666	EH23a.chr3
BH4.00010861	74	42319	EH23a.chrX
BH4.00012998	71	28139	EH23a.chr3
BH4.00007137	93	687944	EH23a.chr1
BH4.00007280	93	688974	EH23a.chr1
BH4.00001337	73	38401	EH23a.chrX
BH4.00016008	70	25056	EH23a.chr8
BH4.00014252	70	25180	EH23a.chrX
BH4.00012698	72	33826	EH23a.chr8
BH4.00007300	93	730830	EH23a.chr4
BH4.00001246	93	741768	EH23a.chr2
BH4.00009735	72	35269	EH23a.chr8
BH4.00009888	71	30819	EH23a.chr8
BH4.00003384	69	23052	EH23a.chr2
BH4.00010478	71	31346	EH23a.chrX
BH4.00004781	82	166569	EH23a.chr4
BH4.00006885	80	124964	EH23a.chrX
BH4.00003178	71	35139	EH23a.chr8
BH4.00005332	69	26393	EH23a.chr2
BH4.00005970	93	922720	EH23a.chr9
BH4.00003637	71	36002	EH23a.chr3
BH4.00005715	69	27645	EH23a.chr4
BH4.00011831	72	46302	EH23a.chr3
BH4.00007163	93	1085433	EH23a.chrX
BH4.00006685	93	1136330	EH23a.chr2
BH4.00005437	75	76555	EH23a.chr1
BH4.00001569	70	36209	EH23a.chr9
BH4.00006412	68	26963	EH23a.chrX
BH4.00017245	65	17293	EH23a.chr8
BH4.00006838	93	1158599	EH23a.chr9
BH4.00003882	68	27216	EH23a.chrX
BH4.00003289	67	23503	EH23a.chr2
BH4.00009022	70	37057	EH23a.chr8
BH4.00003875	68	27628	EH23a.chr4
BH4.00000986	69	33205	EH23a.chr5
BH4.00006620	93	1275752	EH23a.chr4
BH4.00016513	67	25142	EH23a.chr6
BH4.00006647	93	1322596	EH23a.chr3
BH4.00017216	68	30851	EH23a.chr8
BH4.00006170	93	1410008	EH23a.chr1
BH4.00001390	76	109296	EH23a.chr1
BH4.00015168	70	44644	EH23a.chr3
BH4.00002260	93	1557389	EH23a.chr8
BH4.00006543	93	1658742	EH23a.chrX
BH4.00002164	67	30291	EH23a.chrX
BH4.00012751	68	35681	EH23a.chr8
BH4.00006278	93	1718966	EH23a.chr9
BH4.00003732	93	1755606	EH23a.chr3
BH4.00003571	93	1760802	EH23a.chr8
BH4.00004945	93	1782850	EH23a.chr4
BH4.00006085	93	1901215	EH23a.chr6
BH4.00014677	66	29215	EH23a.chr8
BH4.00005626	68	39899	EH23a.chr6
BH4.00012819	68	40001	EH23a.chr8
BH4.00006065	93	1994598	EH23a.chr3
BH4.00018374	68	40428	EH23a.chr3
BH4.00011870	67	36075	EH23a.chrX
BH4.00017967	62	16704	EH23a.chr2
BH4.00008501	62	17426	EH23a.chr6
BH4.00010633	64	23937	EH23a.chrX
BH4.00003903	66	33354	EH23a.chr8
BH4.00010283	62	17969	EH23a.chr8
BH4.00002289	62	17995	EH23a.chr8
BH4.00005677	74	120000	EH23a.chr1
BH4.00002739	72	87849	EH23a.chrX
BH4.00001701	66	34364	EH23a.chr3
BH4.00005334	62	18249	EH23a.chr2
BH4.00010340	65	29796	EH23a.chr7
BH4.00011592	62	18528	EH23a.chr3
BH4.00000490	62	18570	EH23a.chr5
BH4.00005066	65	29988	EH23a.chr5
BH4.00001083	64	25702	EH23a.chr6
BH4.00001514	62	18931	EH23a.chr1
BH4.00003086	98	5796588	EH23a.chr2
BH4.00022598	62	19008	EH23a.chr4
BH4.00012831	62	19099	EH23a.chrX
BH4.00168122	62	19130	EH23a.chr3
BH4.00013262	62	19226	EH23a.chr9
BH4.00010902	62	19310	EH23a.chr3
BH4.00005408	93	2688029	EH23a.chr1
BH4.00004630	66	37062	EH23a.chr3
BH4.00004940	94	3321663	EH23a.chr6
BH4.00017816	62	20093	EH23a.chr8
BH4.00022771	64	27743	EH23a.chr8
BH4.00002922	65	33508	EH23a.chr1
BH4.00005164	93	2987069	EH23a.chr2
BH4.00000610	62	20790	EH23a.chr3
BH4.00005237	62	20846	EH23a.chr4
BH4.00014478	62	21020	EH23a.chrX
BH4.00001605	62	21041	EH23a.chr4
BH4.00023384	63	24854	EH23a.chrX
BH4.00016409	62	21195	EH23a.chr8
BH4.00003056	62	21276	EH23a.chrX
BH4.00006669	62	21304	EH23a.chr1
BH4.00010560	64	29396	EH23a.chr8
BH4.00003626	62	21425	EH23a.chr8
BH4.00011258	62	21436	EH23a.chrX
BH4.00019985	62	21446	EH23a.chr8
BH4.00006150	62	21469	EH23a.chrX
BH4.00011368	62	21981	EH23a.chr8
BH4.00009498	62	21998	EH23a.chr9
BH4.00010048	64	30593	EH23a.chr8
BH4.00020524	64	30888	EH23a.chr8
BH4.00010320	62	22396	EH23a.chr1
BH4.00000087	62	22537	EH23a.chr7
BH4.00002400	62	22666	EH23a.chr7
BH4.00003867	62	22782	EH23a.chr4
BH4.00004215	62	22981	EH23a.chr7
BH4.00013136	62	23012	EH23a.chrX
BH4.00000871	62	23164	EH23a.chr5
BH4.00003584	93	3525498	EH23a.chr3
BH4.00009026	66	44507	EH23a.chrX
BH4.00006553	62	23315	EH23a.chr9
BH4.00007892	66	44982	EH23a.chrX
BH4.00005054	62	23661	EH23a.chr4
BH4.00002790	62	23718	EH23a.chrX
BH4.00011200	62	24165	EH23a.chrX
BH4.00023303	62	24186	EH23a.chr8
BH4.00011151	62	24186	EH23a.chr8
BH4.00001721	93	3774610	EH23a.chr4
BH4.00019675	62	24318	EH23a.chrX
BH4.00009659	63	28840	EH23a.chr4
BH4.00010458	62	24617	EH23a.chr1
BH4.00003704	62	24745	EH23a.chrX
BH4.00003218	62	24807	EH23a.chrX
BH4.00006387	62	24934	EH23a.chr5
BH4.00005676	62	24942	EH23a.chr4
BH4.00000872	62	24948	EH23a.chr8
BH4.00014711	62	24954	EH23a.chr6
BH4.00004208	62	24993	EH23a.chr3
